cc_num,trans_num,unix_time
4681601008538160,410d5569ea99c34bd88794b40dd425ba,1381235033
4745996322265,1f5bfd36c1a7676a1c09e021a1d92bea,1385324423
4745996322265,9eabca116298a0391be88ed0a33055e1,1385329366
4745996322265,576f3c6e29e6c4e5620ad347e60885e2,1385390464
4745996322265,b3697f503b8da1f070c2957464b0177f,1385397601
4745996322265,56914d62cec54dfbbdf3b54206bdd2a5,1385404250
4745996322265,8a95991095d898ac59468c16942b2e4b,1385404566
4883407061576,982311611279f5d34b3b9b30004c6371,1382646864
4961003488432306,314c80f72b2c7250075d6856cf27c079,1381473003
4961003488432306,e8172ad3112cd1d6c10741b0eb1aaf79,1381477545
4961003488432306,c696ea209c2358f4c6f8e0b779cd34fa,1381525916
4961003488432306,ed1918187dbbf38167b3d0bf8718f8bb,1381554593
4961003488432306,d88a49a849612e46afb3060d649c6985,1381557762
4961003488432306,af4afa3a825683ef975472752b813802,1381558193
4961003488432306,cf7a19bae48e1f35b63f189a4ae2aa4d,1381560156
5104807169438134,d94e122f97d1335fafc02b8d06431d82,1380904786
5104807169438134,9b1a839ce12971a25eca54301db00b18,1380919738
5104807169438134,0ef449674fc229db7a014a7b6b5ac13f,1380920416
5104807169438134,d88423e540a19a83317cc152d86d06ae,1380978299
5104807169438134,9e25fe08252c8127cc6e7d1ad28074fc,1380991186
676275912597,fb2ea86dfafecaabcc58e81e0028f063,1387103178
676275912597,b09dc23b9f398fcbad7857b6ba5ed0ce,1387203644
